DB00849	DB01083
DB00816	DB01364
DB00594	DB01114
DB00098	DB06688
DB00163	DB00569
DB00705	DB01394
DB00268	DB01151
DB00268	DB00818
DB00390	DB00966
DB00404	DB01232
DB00370	DB00427
DB08864	DB08912
DB00734	DB01018
DB00682	DB00814
DB00683	DB08820
DB00425	DB01201
DB00714	DB00969
DB00180	DB00625
DB00860	DB00945
DB00390	DB08893
DB01590	DB08865
DB00934	DB01264
DB00706	DB00996
DB01333	DB01418
DB00243	DB04855
DB00420	DB06204
DB00318	DB01021
DB00651	DB00816
DB00673	DB00706
DB01198	DB01319
DB00675	DB08933
DB00714	DB00889
DB00215	DB09078
DB00136	DB00393
DB00320	DB00734
DB00635	DB01309
DB00937	DB00938
DB00029	DB00500
DB01591	DB09076
DB06228	DB06273
DB00196	DB01394
DB00620	DB01251
DB00881	DB01165
DB00794	DB09143
DB00675	DB09118
DB00440	DB00912
DB00316	DB01288
DB00530	DB00673
DB00363	DB01278
DB01002	DB01264
DB00692	DB00780
DB00425	DB00898
DB01267	DB09072
DB00187	DB01018
DB00220	DB01232
DB00440	DB09214
DB01076	DB09055
DB01167	DB04938
DB00758	DB08899
DB00006	DB01418
DB00047	DB06203
DB01109	DB06730
DB00191	DB00450
DB01167	DB06723
DB00332	DB00850
DB00653	DB01440
DB00681	DB00955
DB01032	DB01399
DB00486	DB01320
DB00390	DB01432
DB00452	DB01133
DB00563	DB01656
DB00346	DB02703
DB00035	DB00620
DB01050	DB09214
DB01398	DB08816
DB00309	DB06643
DB00414	DB01067
DB00196	DB00883
DB00243	DB06335
DB00261	DB00834
DB00332	DB00557
DB00443	DB00951
DB00684	DB01133
DB00715	DB01192
DB00366	DB00555
DB01074	DB01167
DB00387	DB00945
DB00620	DB08907
DB00802	DB02703
DB00732	DB01427
DB00344	DB09272
DB08794	DB08918
DB01050	DB06696
DB00014	DB00370
DB00252	DB06589
DB00321	DB01168
DB00427	DB00765
DB01242	DB01392
DB01251	DB09547
DB00237	DB00450
DB00564	DB06636
DB05246	DB08912
DB00302	DB00603
DB00266	DB00493
DB00653	DB01106
DB00765	DB09118
DB00834	DB01236
DB01436	DB06723
DB00780	DB01038
DB00726	DB06273
DB04905	DB08865
DB00304	DB06228
DB00512	DB01432
DB00484	DB01029
DB00214	DB00497
DB00773	DB09054
DB01119	DB09242
DB01234	DB08882
DB04946	DB08883
DB00041	DB01144
DB00332	DB00804
DB00041	DB01353
DB00613	DB08820
DB04855	DB09083
DB00279	DB01395
DB00333	DB00904
DB00607	DB09291
DB00808	DB00912
DB00437	DB09256
DB00091	DB08976
DB06228	DB08912
DB00615	DB08899
DB00319	DB01172
DB00862	DB00880
DB00434	DB09072
DB00472	DB11249
DB00651	DB01337
DB01208	DB01234
DB01050	DB06605
DB01624	DB09117
DB00706	DB01263
DB01208	DB09322
DB01036	DB01263
DB00186	DB00588
DB08899	DB09068
DB00273	DB01356
DB00554	DB08976
DB00215	DB08864
DB00864	DB06290
DB01156	DB08824
DB00252	DB00254
DB00484	DB05271
DB00418	DB00966
DB00603	DB09036
DB00238	DB00269
DB00307	DB04845
DB06800	DB09049
DB00318	DB00524
DB00398	DB01248
DB01026	DB09166
DB00458	DB00972
DB00788	DB01225
DB00898	DB01189
DB00829	DB08900
DB00315	DB00408
DB00503	DB09049
DB01109	DB06695
DB01162	DB09282
DB00270	DB01377
DB00569	DB01088
DB00199	DB01244
DB00187	DB00989
DB00224	DB00227
DB00831	DB09097
DB01193	DB01392
DB01072	DB08870
DB00263	DB01016
DB00081	DB00201
DB00569	DB01600
DB01224	DB09290
DB00623	DB01579
DB00215	DB05812
DB00635	DB00672
DB06402	DB09083
DB00204	DB01015
DB00966	DB01392
DB00780	DB00816
DB00653	DB01165
DB00330	DB06723
DB00007	DB01591
DB00615	DB09030
DB00621	DB00834
DB00841	DB11124
DB00682	DB06822
DB00252	DB00603
DB00717	DB03880
DB01151	DB01463
DB06813	DB08976
DB00104	DB00503
DB00924	DB01367
DB00820	DB01203
DB00307	DB00502
DB00443	DB00945
DB00454	DB00653
DB00960	DB01614
DB01242	DB01409
DB00042	DB00334
DB00202	DB01010
DB00899	DB01173
DB00281	DB01359
DB00752	DB01393
DB00603	DB06717
DB00834	DB06413
DB00975	DB09211
DB01109	DB01294
DB00662	DB08893
DB00224	DB06589
DB01062	DB09290
DB00761	DB01148
DB00108	DB00741
DB00281	DB00307
DB00835	DB00972
DB01045	DB01320
DB00861	DB01225
DB00806	DB00925
DB01403	DB09071
DB00557	DB09300
DB01149	DB09042
DB00262	DB01042
DB00530	DB01167
DB00030	DB09009
DB00277	DB01354
DB01309	DB09046
DB00420	DB00997
DB00656	DB09118
DB00528	DB09063
DB01021	DB09477
DB01137	DB01273
DB00368	DB01001
DB00814	DB06779
DB00163	DB01104
DB00252	DB08932
DB00564	DB08932
DB00958	DB06696
DB00402	DB00557
DB00007	DB05294
DB06273	DB09128
DB00007	DB00753
DB00476	DB00584
DB01201	DB09053
DB00186	DB00652
DB00213	DB01045
DB00695	DB01119
DB00794	DB00834
DB00541	DB01136
DB00266	DB01066
DB00875	DB06700
DB00335	DB09063
DB00048	DB00946
DB00333	DB01215
DB00884	DB00919
DB00006	DB03619
DB00268	DB00972
DB00605	DB08935
DB00924	DB01238
DB00715	DB01242
DB01016	DB08914
DB01609	DB06216
DB00215	DB09330
DB00391	DB01171
DB00021	DB01114
DB00418	DB09034
DB00046	DB01021
DB00395	DB00921
DB00065	DB08976
DB00252	DB01114
DB00813	DB00933
DB00697	DB01403
DB00765	DB00850
DB00051	DB09033
DB00041	DB01047
DB00476	DB01224
DB00684	DB01339
DB00752	DB01403
DB00258	DB08930
DB00708	DB09054
DB00393	DB00468
DB00498	DB11095
DB01204	DB04817
DB01045	DB01117
DB00696	DB01263
DB00784	DB00994
DB00619	DB01238
DB00681	DB01263
DB00762	DB01072
DB00816	DB01359
DB00998	DB01614
DB01242	DB06702
DB00041	DB00373
DB00346	DB01197
DB00009	DB00569
DB09064	DB09545
DB00177	DB01356
DB00498	DB00775
DB01009	DB01254
DB01018	DB01167
DB08870	DB09065
DB00273	DB00433
DB00502	DB01579
DB00457	DB01427
DB01558	DB08883
DB00243	DB09075
DB00252	DB00717
DB00476	DB00722
DB00166	DB00491
DB00186	DB00949
DB00283	DB01403
DB00765	DB00813
DB00910	DB01072
DB00196	DB01211
DB00461	DB00994
DB00563	DB01009
DB01193	DB01551
DB04908	DB09072
DB00104	DB01118
DB00976	DB08912
DB00196	DB00215
DB01026	DB01427
DB00006	DB09070
DB00281	DB00697
DB00564	DB02703
DB08794	DB08813
DB00932	DB01600
DB00452	DB09060
DB00682	DB00833
DB00934	DB00956
DB00503	DB01149
DB00318	DB01614
DB00934	DB01247
DB01114	DB01409
DB00215	DB00648
DB00956	DB01558
DB00844	DB04831
DB01167	DB08867
DB01120	DB06216
DB01320	DB08883
DB00252	DB00363
DB01066	DB01390
DB00621	DB09038
DB06791	DB09063
DB00181	DB00765
DB00289	DB00422
DB00501	DB01076
DB00332	DB01173
DB00072	DB00091
DB01032	DB01139
DB00307	DB00530
DB00289	DB00561
DB00279	DB01104
DB00956	DB01176
DB00673	DB00860
DB01377	DB01576
DB00823	DB03880
DB00934	DB01041
DB00687	DB09063
DB01267	DB09097
DB00309	DB08865
DB01124	DB09063
DB00350	DB00422
DB00593	DB00956
DB00476	DB00686
DB00346	DB00880
DB00412	DB01309
DB00912	DB08907
DB00515	DB06688
DB00661	DB06335
DB00819	DB01255
DB01418	DB06822
DB09076	DB09271
DB00269	DB00982
DB06754	DB06779
DB00215	DB00932
DB00268	DB00748
DB00327	DB06767
DB01320	DB06401
DB00014	DB09330
DB00427	DB00715
DB00042	DB01337
DB00206	DB00661
DB00863	DB06616
DB06723	DB11093
DB00331	DB00384
DB01173	DB09271
DB00437	DB00492
DB00783	DB04839
DB00628	DB01609
DB00706	DB00834
DB06700	DB06779
DB00307	DB08816
DB00976	DB09065
DB00238	DB00520
DB00698	DB01032
DB00454	DB01224
DB01407	DB01551
DB00382	DB00443
DB01261	DB01398
DB00924	DB06201
DB00472	DB00734
DB00072	DB01257
DB00657	DB01015
DB01233	DB01367
DB09220	DB09401
DB00502	DB09117
DB01203	DB09282
DB00041	DB01380
DB00695	DB00921
DB00222	DB00334
DB00422	DB00865
DB01168	DB01393
DB00193	DB04842
DB00310	DB01355
DB01320	DB08896
DB00375	DB01024
DB00203	DB00976
DB00834	DB06603
DB00331	DB00790
DB00235	DB08931
DB01002	DB01026
DB00307	DB05294
DB00373	DB06218
DB00170	DB09058
DB00794	DB08931
DB00541	DB01323
DB01114	DB04831
DB01254	DB09073
DB00552	DB04817
DB00875	DB01041
DB00571	DB08896
DB00321	DB01618
DB00530	DB09036
DB00187	DB01288
DB00436	DB00816
DB00232	DB08907
DB00773	DB01201
DB00788	DB00932
DB00794	DB01395
DB01124	DB01203
DB00921	DB01254
DB01149	DB08901
DB00715	DB00850
DB01232	DB08815
DB00820	DB09063
DB01201	DB08896
DB00904	DB08912
DB00921	DB09042
DB00304	DB06695
DB00373	DB00806
DB00921	DB01176
DB01074	DB01211
DB00276	DB01656
DB00637	DB01072
DB00503	DB00628
DB00468	DB00641
DB01238	DB05812
DB00208	DB08935
DB00224	DB09073
DB00264	DB00608
DB00603	DB01309
DB01198	DB09054
DB00199	DB00555
DB00089	DB00666
DB00418	DB01340
DB00934	DB00972
DB00656	DB08820
DB00181	DB04908
DB00381	DB01164
DB08815	DB09063
DB00368	DB06413
DB00393	DB04911
DB00839	DB00898
DB00204	DB00543
DB00470	DB00983
DB01323	DB04574
DB00543	DB09242
DB00181	DB00486
DB00820	DB09048
DB01182	DB01263
DB01418	DB04911
DB00493	DB01172
DB04905	DB06207
DB00334	DB01409
DB00945	DB01614
DB01011	DB09288
DB00615	DB09039
DB01208	DB01307
DB00359	DB01016
DB00374	DB00692
DB00251	DB00396
DB00220	DB00907
DB00343	DB00700
DB00964	DB01037
DB00270	DB01337
DB00622	DB08827
DB00291	DB00864
DB01045	DB08870
DB00706	DB08873
DB01264	DB08439
DB01168	DB04844
DB00273	DB01591
DB00433	DB06723
DB01241	DB09272
DB00193	DB00875
DB00707	DB01016
DB00252	DB00349
DB00451	DB09104
DB00615	DB00932
DB00196	DB00656
DB00252	DB00468
DB00588	DB01232
DB01120	DB06791
DB00201	DB00598
DB01072	DB01198
DB00243	DB01238
DB00233	DB00945
DB00788	DB01172
DB00838	DB09063
DB00620	DB00732
DB00040	DB08897
DB00176	DB00952
DB00678	DB00794
DB00281	DB00521
DB00307	DB00997
DB00312	DB01017
DB00962	DB09072
DB00819	DB00844
DB00295	DB00662
DB00201	DB00484
DB01018	DB01072
DB00682	DB00959
DB08873	DB08932
DB00266	DB08816
DB00083	DB00557
DB06168	DB08910
DB00390	DB01118
DB00332	DB01591
DB00651	DB08811
DB01049	DB09048
DB00687	DB01320
DB00220	DB00528
DB00619	DB01624
DB00738	DB06335
DB00808	DB01309
DB00555	DB01017
DB01174	DB01576
DB00418	DB01612
DB01621	DB06273
DB00653	DB08883
DB00557	DB01189
DB00177	DB00474
DB00514	DB09068
DB00541	DB08820
DB00458	DB01618
DB00998	DB01063
DB06271	DB06754
DB00700	DB01143
DB00341	DB00956
DB01118	DB05812
DB00363	DB00619
DB00604	DB01167
DB00289	DB01365
DB00180	DB00524
DB00176	DB06700
DB01076	DB08933
DB00177	DB01020
DB01158	DB01210
DB00929	DB01282
DB00424	DB08897
DB00277	DB01320
DB01416	DB09268
DB00273	DB00524
DB00264	DB06603
DB00761	DB09220
DB00252	DB00526
DB00565	DB00687
DB00653	DB01263
DB00083	DB01339
DB00586	DB09211
DB00311	DB00865
DB00752	DB00999
DB00021	DB00748
DB01267	DB09042
DB00091	DB01076
DB00014	DB00753
DB00899	DB06201
DB00367	DB01418
DB00421	DB00899
DB00484	DB00844
DB08794	DB09539
DB00472	DB01182
DB00912	DB01395
DB00660	DB00715
DB09036	DB09570
DB00264	DB00989
DB00321	DB00408
DB06616	DB08865
DB00201	DB00387
DB00046	DB01601
DB00700	DB01392
DB00398	DB00682
DB00841	DB01579
DB04272	DB09123
DB00391	DB01175
DB01100	DB06700
DB00661	DB01222
DB00191	DB00321
DB08932	DB09065
DB00835	DB09271
DB00788	DB01398
DB01577	DB06288
DB01577	DB05039
DB00108	DB10829
DB00358	DB01238
DB00310	DB00374
DB00470	DB00768
DB00014	DB08865
DB00695	DB08882
DB00444	DB08933
DB00834	DB01201
DB00313	DB00321
DB00193	DB00951
DB06789	DB08907
DB00620	DB00621
DB00387	DB00967
DB00956	DB04841
DB00598	DB09220
DB01403	DB06203
DB00454	DB00502
DB00177	DB00492
DB01623	DB08897
DB01232	DB04845
DB05812	DB09068
DB00177	DB00421
DB00427	DB04924
DB00363	DB06287
DB00323	DB00557
DB00215	DB00263
DB00230	DB01132
DB00312	DB00622
DB00633	DB01203
DB01175	DB01609
DB00047	DB00412
DB05521	DB06626
DB01021	DB01192
DB00864	DB01204
DB00761	DB00831
DB00333	DB00387
DB00201	DB00269
DB00615	DB09048
DB00726	DB04884
DB00405	DB00898
DB00370	DB00660
DB00653	DB11126
DB00682	DB01398
DB01264	DB04868
DB01254	DB08827
DB00723	DB06714
DB00220	DB00834
DB00343	DB00374
DB00717	DB01609
DB00734	DB01264
DB00215	DB00889
DB00620	DB06643
DB06589	DB08820
DB00216	DB00734
DB06288	DB09097
DB00398	DB01045
DB01137	DB01377
DB00349	DB01041
DB06707	DB09042
DB01600	DB06696
DB00938	DB09073
DB00082	DB00839
DB00363	DB01037
DB00208	DB00623
DB00910	DB01406
DB00677	DB08931
DB00181	DB00690
DB06822	DB08935
DB00215	DB00949
DB00191	DB00408
DB00199	DB02703
DB00264	DB04855
DB01026	DB04841
DB00180	DB00887
DB00700	DB09242
DB00752	DB00964
DB00989	DB01178
DB00497	DB00705
DB00082	DB00454
DB00682	DB01603
DB01136	DB08976
DB00697	DB00972
DB00449	DB00610
DB00865	DB01323
DB00176	DB09042
DB00387	DB00956
DB01012	DB06702
DB00086	DB08816
DB00570	DB01254
DB00938	DB09065
DB09290	DB09555
DB00222	DB01276
DB00220	DB08865
DB00401	DB01045
DB00215	DB01072
DB00220	DB08918
DB01623	DB06684
DB00762	DB08880
DB00852	DB00935
DB00321	DB00935
DB00657	DB09242
DB00712	DB01356
DB00476	DB06605
DB00163	DB06779
DB08912	DB09054
DB00321	DB01267
DB00814	DB00946
DB05521	DB06228
DB00850	DB09117
DB00573	DB09026
DB00673	DB08815
DB00960	DB09220
DB00328	DB09211
DB00181	DB00924
DB00021	DB01036
DB00552	DB01280
DB00337	DB00441
DB01167	DB06605
DB00539	DB06206
DB00307	DB00783
DB01100	DB09054
DB00267	DB01082
DB01591	DB04924
DB00082	DB00468
DB00684	DB00991
DB00564	DB00808
DB04884	DB04896
DB00850	DB08893
DB00435	DB01612
DB00997	DB06708
DB00041	DB00691
DB00312	DB00484
DB00332	DB09273
DB01072	DB09166
DB00422	DB01064
DB00440	DB01197
DB00765	DB01618
DB00912	DB08882
DB00952	DB06262
DB00320	DB01267
DB01355	DB09026
DB00673	DB04868
DB01036	DB06717
DB00091	DB06791
DB00204	DB01087
DB00175	DB08880
DB00420	DB00761
DB00472	DB01624
DB00224	DB00908
DB00391	DB08815
DB00391	DB00835
DB00264	DB01403
DB01168	DB06204
DB00418	DB00594
DB00224	DB00863
DB01263	DB09063
DB00697	DB00734
DB00722	DB00862
DB00252	DB08933
DB00703	DB01356
DB00373	DB00672
DB00065	DB06643
DB00333	DB00956
DB00977	DB01306
DB01354	DB01357
DB01192	DB06274
DB00974	DB01225
DB00082	DB06203
DB00677	DB01142
DB01377	DB01621
DB00204	DB00489
DB00207	DB06480
DB00333	DB01623
DB00696	DB00850
DB00309	DB00864
DB01100	DB05812
DB01264	DB08933
DB00014	DB01151
DB01011	DB06335
DB00320	DB00508
DB00319	DB06696
DB00932	DB08931
DB00631	DB06688
DB00285	DB01618
DB00489	DB01119
DB00007	DB00540
DB08865	DB08877
DB00191	DB00819
DB00672	DB00752
DB00872	DB09128
DB00613	DB00752
DB01142	DB01264
DB00784	DB08794
DB00819	DB00852
DB09036	DB09118
DB00047	DB01234
DB00370	DB01403
DB08907	DB09063
DB00332	DB00610
DB00956	DB06216
DB00188	DB05812
DB00543	DB00557
DB00615	DB01026
DB00938	DB01319
DB00224	DB00585
DB00794	DB08870
DB00497	DB01168
DB04946	DB09083
DB00588	DB09272
DB00273	DB00486
DB00559	DB00813
DB00204	DB01259
DB00601	DB00752
DB00722	DB01356
DB00790	DB09125
DB00980	DB08883
DB00072	DB01101
DB00780	DB01210
DB00427	DB00610
DB00768	DB01560
DB01072	DB01306
DB00321	DB00761
DB01050	DB06813
DB00252	DB00977
DB01026	DB01224
DB00932	DB09039
DB00187	DB09282
DB00615	DB09123
DB00953	DB06262
DB01220	DB09053
DB00203	DB01319
DB01017	DB01238
DB00280	DB08914
DB01212	DB09268
DB00615	DB01211
DB00176	DB06769
DB01118	DB01323
DB00078	DB08813
DB00524	DB00844
DB00415	DB01418
DB00176	DB00956
DB00745	DB00938
DB00932	DB04876
DB06779	DB09211
DB00108	DB00262
DB00460	DB08916
DB00816	DB11124
DB00245	DB00470
DB00501	DB01100
DB00485	DB01418
DB01253	DB03880
DB00250	DB06708
DB00425	DB08910
DB00472	DB06695
DB00196	DB01100
DB00698	DB00750
DB01047	DB09067
DB00186	DB00564
DB00715	DB01351
DB00270	DB01397
DB00528	DB00925
DB00909	DB00921
DB00598	DB01115
DB00367	DB00974
DB01112	DB01377
DB00295	DB00524
DB00193	DB00704
DB00201	DB08794
DB00054	DB00784
DB00261	DB08931
DB01219	DB06204
DB00264	DB00382
DB01251	DB01590
DB00980	DB01101
DB00315	DB01463
DB00390	DB00468
DB00980	DB01263
DB00269	DB00607
DB00379	DB00472
DB00806	DB06700
DB00653	DB06690
DB00199	DB00956
DB00898	DB01203
DB00047	DB08815
DB00625	DB09053
DB00871	DB09080
DB00108	DB06772
DB00503	DB06335
DB00346	DB01264
DB00312	DB01136
DB00450	DB00656
DB00458	DB06144
DB01043	DB01144
DB00014	DB00502
DB00682	DB06779
DB00816	DB01577
DB00765	DB01623
DB04572	DB06688
DB00182	DB00737
DB00007	DB09080
DB00344	DB00761
DB00317	DB09073
DB00387	DB01100
DB00361	DB01229
DB01380	DB06688
DB00193	DB09128
DB00014	DB00246
DB04861	DB09242
DB00906	DB06148
DB01192	DB09072
DB01260	DB09063
DB00305	DB04905
DB01344	DB01390
DB01067	DB01309
DB01590	DB02703
DB00007	DB00030
DB00254	DB00301
DB00627	DB01095
DB00569	DB06605
DB00707	DB01128
DB00633	DB09083
DB00557	DB00850
DB00734	DB01253
DB00624	DB00687
DB00046	DB06788
DB00388	DB09042
DB00530	DB09063
DB00258	DB01023
DB00773	DB01323
DB00007	DB00672
DB00211	DB00961
DB00470	DB00754
DB06754	DB09030
DB06730	DB08813
DB00054	DB00758
DB00736	DB01072
DB00373	DB00794
DB01390	DB06701
DB00346	DB00968
DB01098	DB09064
DB01100	DB01259
DB00773	DB01656
DB00220	DB01049
DB00470	DB06701
DB00788	DB06605
DB00788	DB01014
DB00218	DB00881
DB00220	DB00682
DB00273	DB00972
DB00201	DB00277
DB00470	DB00818
DB00370	DB06290
DB00445	DB08895
DB00612	DB01354
DB00422	DB00598
DB00021	DB01173
DB00569	DB08935
DB00850	DB01367
DB00458	DB00889
DB00091	DB00202
DB01558	DB09117
DB01017	DB09300
DB00220	DB00320
DB00798	DB01112
DB00802	DB01211
DB00180	DB00834
DB00047	DB06287
DB06335	DB08933
DB00694	DB01097
DB00881	DB01155
DB00563	DB01604
DB00054	DB00573
DB00046	DB00047
DB00780	DB01067
DB00570	DB01167
DB00661	DB06684
DB01172	DB01607
DB00344	DB00752
DB00391	DB00752
DB00250	DB01020
DB00474	DB00957
DB00422	DB01359
DB00555	DB00758
DB00660	DB00898
DB01018	DB01201
DB00021	DB00934
DB00908	DB01232
DB08820	DB08875
DB00266	DB01112
DB00715	DB00980
DB00470	DB01100
DB00482	DB09214
DB00373	DB01614
DB00977	DB01309
DB00990	DB04574
DB00206	DB01577
DB00408	DB01104
DB06290	DB08815
DB01377	DB06824
DB00277	DB00601
DB00458	DB00933
DB00227	DB09055
DB06148	DB11315
DB00388	DB00610
DB00521	DB00975
DB00692	DB01023
DB00490	DB00765
DB08895	DB09330
DB00214	DB06204
DB01045	DB09053
DB00862	DB09026
DB00213	DB00399
DB00484	DB00949
DB00334	DB04839
DB00822	DB00898
DB00263	DB00381
DB00490	DB09048
DB00731	DB01309
DB00814	DB01203
DB06708	DB09274
DB00822	DB01223
DB01609	DB05676
DB00421	DB08935
DB00555	DB00590
DB00203	DB01097
DB00668	DB00895
DB00252	DB00263
DB00186	DB00950
DB00454	DB01355
DB01621	DB06335
DB00307	DB09101
DB00252	DB01198
DB00342	DB01264
DB00999	DB01119
DB00279	DB01242
DB00310	DB00346
DB00220	DB06237
DB00673	DB01020
DB00224	DB04884
DB00906	DB02703
DB00176	DB00850
DB00835	DB01255
DB00461	DB00479
DB00204	DB00734
DB00087	DB00864
DB01211	DB09123
DB00035	DB00333
DB00042	DB00479
DB00014	DB00261
DB00262	DB08895
DB00613	DB09054
DB01229	DB06717
DB00351	DB00682
DB00994	DB09268
DB00314	DB09268
DB00573	DB09295
DB00818	DB06204
DB00956	DB00996
DB00370	DB00690
DB00186	DB00771
DB00474	DB06148
DB01544	DB09072
DB01203	DB06218
DB01175	DB06144
DB00652	DB09272
DB00204	DB06708
DB01132	DB01309
DB00715	DB00906
DB00334	DB00425
DB00903	DB01306
DB00486	DB04844
DB00252	DB00728
DB00502	DB00656
DB01229	DB06335
DB01248	DB01254
DB01395	DB08976
DB00204	DB00608
DB04845	DB09073
DB00672	DB01021
DB00065	DB00282
DB00496	DB01182
DB00371	DB00765
DB06723	DB08930
DB00091	DB09075
DB00204	DB00604
DB01126	DB01211
DB00230	DB00470
DB00204	DB00938
DB00830	DB00937
DB00014	DB00818
DB00349	DB00367
DB00695	DB01082
DB01038	DB01049
DB00030	DB00717
DB00201	DB04865
DB00427	DB01407
DB00860	DB02901
DB01097	DB01229
DB00401	DB01337
DB00601	DB01149
DB00309	DB04855
DB00425	DB08883
DB00672	DB01277
DB00986	DB01409
DB01100	DB09034
DB00243	DB00762
DB00321	DB01583
DB00396	DB06207
DB00653	DB01242
DB00318	DB00503
DB00753	DB00921
DB00734	DB00999
DB00356	DB01173
DB00180	DB09119
DB00393	DB00474
DB00243	DB01261
DB00222	DB02901
DB00248	DB01359
DB01320	DB06695
DB00211	DB00696
DB00834	DB01167
DB00091	DB00728
DB00831	DB08893
DB00375	DB08880
DB00679	DB06700
DB00989	DB06218
DB01238	DB08882
DB00475	DB00898
DB01169	DB01251
DB01416	DB06724
DB01609	DB09118
DB00928	DB01656
DB00264	DB00794
DB00307	DB09053
DB00470	DB00615
DB01259	DB08912
DB01068	DB01083
DB00499	DB09112
DB00285	DB00679
DB01415	DB01418
DB01026	DB06626
DB01171	DB01192
DB00078	DB00472
DB01167	DB06589
DB00370	DB06690
DB00370	DB09071
DB00440	DB00492
DB00468	DB00571
DB00484	DB01247
DB00564	DB08934
DB00433	DB00653
DB01268	DB09027
DB00425	DB00433
DB00672	DB01309
DB00285	DB02703
DB00346	DB00388
DB00316	DB01432
DB00490	DB01233
DB00370	DB01323
DB00248	DB04884
DB00993	DB04854
DB00270	DB11093
DB00450	DB09555
DB00628	DB06273
DB01225	DB09053
DB00391	DB00540
DB00307	DB01591
DB01023	DB01377
DB00501	DB01156
DB00752	DB00839
DB00041	DB01174
DB00528	DB08873
DB01167	DB06176
DB00054	DB09068
DB00584	DB01356
DB01142	DB09042
DB00176	DB01021
DB00366	DB01080
DB00475	DB09034
DB00871	DB06714
DB00450	DB00996
DB00637	DB01211
DB00872	DB01263
DB00181	DB00564
DB00237	DB01074
DB00186	DB08900
DB00252	DB09118
DB01032	DB01066
DB01233	DB01463
DB00363	DB00380
DB00208	DB00997
DB00252	DB00269
DB00903	DB01354
DB00346	DB01340
DB00220	DB00414
DB00273	DB00420
DB00193	DB09048
DB00214	DB00881
DB00470	DB01589
DB00443	DB04876
DB00204	DB00903
DB00564	DB09048
DB01241	DB06218
DB00823	DB00946
DB00425	DB00475
DB01415	DB01593
DB00163	DB00932
DB01103	DB01611
DB01118	DB01432
DB00418	DB00790
DB00072	DB00087
DB00898	DB01624
DB01067	DB08912
DB00343	DB00677
DB01200	DB04884
DB00358	DB00909
DB00014	DB00196
DB00277	DB00316
DB00859	DB00893
DB00181	DB00433
DB00682	DB08827
DB00814	DB00974
DB00622	DB06207
DB00624	DB00959
DB00945	DB09075
DB00314	DB00803
DB00338	DB00864
DB00559	DB00570
DB00321	DB01174
DB00675	DB01217
DB00030	DB00601
DB00054	DB01398
DB00679	DB04855
DB01319	DB04908
DB00220	DB01048
DB00035	DB00555
DB01285	DB08914
DB01253	DB01267
DB00232	DB00390
DB00346	DB00575
DB00677	DB00897
DB00598	DB01577
DB00420	DB01577
DB00972	DB06698
DB00182	DB01239
DB00224	DB09071
DB04835	DB09073
DB00956	DB06717
DB00281	DB00612
DB00252	DB09547
DB00977	DB01355
DB01357	DB08882
DB00708	DB09063
DB00593	DB00865
DB00295	DB00477
DB01167	DB01184
DB00206	DB01214
DB01264	DB08896
DB00243	DB05812
DB00486	DB06282
DB00539	DB01323
DB00307	DB09083
DB00679	DB01171
DB00921	DB09048
DB00216	DB00834
DB01088	DB04272
DB00803	DB00955
DB01264	DB06616
DB01309	DB06655
DB06684	DB08873
DB00690	DB01323
DB00334	DB01595
DB00207	DB01100
DB00311	DB01579
DB00834	DB01151
DB00846	DB09067
DB00969	DB09272
DB08816	DB08899
DB01589	DB05271
DB00450	DB01049
DB00612	DB04855
DB01197	DB06723
DB00938	DB09054
DB00007	DB01276
DB00672	DB08882
DB01124	DB08439
DB01264	DB08881
DB09063	DB09113
DB00498	DB03619
DB00622	DB06273
DB00957	DB06203
DB01149	DB06288
DB00975	DB06695
DB00021	DB01623
DB01234	DB06626
DB01427	DB06207
DB00368	DB00397
DB00021	DB01142
DB00755	DB01609
DB00388	DB01576
DB06207	DB09291
DB00021	DB00450
DB00749	DB06605
DB00449	DB00543
DB00393	DB01353
DB00337	DB01319
DB00537	DB08822
DB00007	DB00188
DB00474	DB00956
DB00700	DB08822
DB00207	DB09268
DB00224	DB00625
DB00921	DB01242
DB00569	DB01240
DB00367	DB00498
DB00246	DB01579
DB00206	DB00715
DB00091	DB00619
DB00220	DB00872
DB00449	DB01064
DB01101	DB04817
DB00091	DB00528
DB00582	DB01411
DB00871	DB01288
DB01201	DB09063
DB00625	DB00877
DB01120	DB01306
DB00537	DB01238
DB00470	DB00745
DB00458	DB00767
DB00449	DB00521
DB00559	DB05109
DB06708	DB08873
DB00687	DB00788
DB00903	DB01119
DB00688	DB01163
DB00409	DB06700
DB00211	DB00571
DB00443	DB06717
DB00334	DB01175
DB00208	DB00321
DB00627	DB01432
DB00204	DB00908
DB00537	DB08910
DB01339	DB04841
DB00334	DB06684
DB00691	DB08935
DB00563	DB00930
DB00679	DB01071
DB00503	DB00705
DB00021	DB00967
DB00816	DB09080
DB00964	DB09042
DB00975	DB01220
DB00583	DB01418
DB01242	DB06701
DB00502	DB09083
DB00707	DB08976
DB00163	DB00991
DB00752	DB01307
DB06204	DB09042
DB00273	DB01409
DB01016	DB01072
DB00780	DB04861
DB00998	DB01178
DB00871	DB01291
DB01320	DB09128
DB06724	DB08931
DB00176	DB01241
DB00502	DB00559
DB00387	DB00708
DB00903	DB09083
DB00294	DB01354
DB00975	DB01010
DB00448	DB00582
DB00502	DB09034
DB00177	DB01143
DB00999	DB01306
DB00363	DB00475
