,Drug_ID,Protein_ID,label
10979,P01764,DB05332,0
10980,Q99456,DB08597,0
10981,DB00769,DB05814,0
10982,DB03673,DB08826,0
10983,P37288,DB03307,0
10984,DB00283,Q15046,0
10985,DB04017,P05154,0
10986,DB08891,P09958,0
10987,P09693,DB05461,0
10988,DB01261,O14965,0
10989,DB02062,DB00769,0
10990,DB00655,DB00594,0
10991,DB06980,DB08257,0
10992,DB01062,O00305,0
10993,DB04790,O95167,0
10994,DB08535,P08254,0
10995,DB08848,DB07557,0
10996,DB07912,DB05131,0
10997,P28331,DB01619,0
10998,DB04268,DB04054,0
10999,P31358,DB01197,0
11000,DB03683,DB01412,0
11001,DB00783,DB01226,0
11002,DB07627,Q9NS40,0
11003,DB05116,Q8WWL2,0
11004,P06858,DB00360,0
11005,DB01142,DB05461,0
11006,DB00741,DB03496,0
11007,P05067,DB03512,0
11008,P00747,DB07009,0
11009,DB02636,DB01620,0
11010,P21281,P07900,0
11011,DB08811,DB01760,0
11012,O95932,DB00561,0
11013,Q14894,DB04689,0
11014,Q14500,DB03191,0
11015,Q02156,O60664,0
11016,O14842,O43451,0
11017,DB03448,DB02071,0
11018,DB07127,DB01587,0
11019,DB07030,DB08235,0
11020,P04406,P33260,0
11021,DB05831,P04040,0
11022,DB02054,Q13332,0
11023,DB08134,DB07175,0
11024,DB08139,DB07792,0
11025,DB02234,DB01611,0
11026,P19320,DB02481,0
11027,P61925,DB02643,0
11028,DB00727,DB00248,0
11029,P05412,DB04287,0
11030,Q16647,DB02118,0
11031,P41235,P30419,0
11032,DB06791,DB06228,0
11033,DB03714,DB06937,0
11034,DB08771,DB04275,0
11035,DB04869,DB00449,0
11036,DB00082,Q96PR1,0
11037,DB00589,DB00462,0
11038,DB08780,P0CG47,0
11039,DB05107,Q9NXE4,0
11040,DB01065,Q9UKU7,0
11041,DB04246,DB07120,0
11042,DB03277,DB08465,0
11043,P13686,DB04472,0
11044,DB03657,DB06984,0
11045,DB03270,P16519,0
11046,DB03336,DB01399,0
11047,DB01160,DB00548,0
11048,DB07139,DB03616,0
11049,P02792,P20823,0
11050,P24311,Q99808,0
11051,DB03737,DB00323,0
11052,DB07074,P19878,0
11053,O75116,DB02833,0
11054,P46976,DB05442,0
11055,P11217,DB01231,0
11056,DB03256,DB07879,0
11057,DB07423,DB01404,0
11058,DB05786,P36888,0
11059,DB03203,DB03455,0
11060,DB07390,DB06201,0
11061,Q9NS85,DB03710,0
11062,P04054,Q15822,0
11063,DB00807,DB07017,0
11064,DB00078,P42574,0
11065,DB00045,DB02217,0
11066,DB00535,DB03485,0
11067,DB05655,P30837,0
11068,DB05004,Q96CD2,0
11069,Q96KG9,DB01496,0
11070,DB01406,Q9HAN9,0
11071,DB04409,DB04779,0
11072,P11926,DB05361,0
11073,P02458,Q9NVH6,0
11074,O14521,P09622,0
11075,P17948,P09871,0
11076,Q8N8N7,Q14833,0
11077,DB01397,DB00193,0
11078,DB00647,DB04091,0
11079,DB04797,DB00654,0
11080,P78329,DB03251,0
11081,DB00610,DB04701,0
11082,P78527,P62993,0
11083,DB01525,DB08826,0
11084,P48736,DB02547,0
11085,DB07550,DB00500,0
11086,P78536,Q05932,0
11087,DB04685,DB02587,0
11088,DB04720,DB04721,0
11089,DB06996,DB05767,0
11090,DB06151,Q9UGM6,0
11091,P15559,P48163,0
11092,DB07289,Q9H8P0,0
11093,DB08549,P35914,0
11094,DB00905,DB08321,0
11095,DB05205,DB01671,0
11096,DB02532,DB04440,0
11097,P48051,Q8WWQ8,0
11098,DB03484,DB00871,0
11099,P13631,DB00301,0
11100,DB00899,P49448,0
11101,DB07033,DB04877,0
11102,DB03719,P43681,0
11103,DB07006,DB08054,0
11104,DB00964,DB08231,0
11105,DB02221,P61626,0
11106,DB05157,DB02587,0
11107,DB07357,DB00171,0
11108,DB04657,DB06901,0
11109,O14746,DB06228,0
11110,DB08479,DB08658,0
11111,DB00559,DB00842,0
11112,DB05202,DB00489,0
11113,DB04724,P43115,0
11114,DB08387,DB01440,0
11115,DB02161,DB02984,0
11116,O60264,DB00069,0
11117,DB01289,DB02008,0
11118,DB06865,DB04485,0
11119,DB00973,Q12866,0
11120,DB09207,Q05940,0
11121,DB06916,DB07718,0
11122,DB03203,P09238,0
11123,DB00783,P08686,0
11124,Q9NUV7,DB07488,0
11125,Q9Y289,DB00849,0
11126,DB00807,DB04129,0
11127,DB02448,P40616,0
11128,DB03565,DB00980,0
11129,Q9NZL9,DB00411,0
11130,Q99519,DB00035,0
11131,DB05476,DB05098,0
11132,DB04585,DB00315,0
11133,DB03175,O00555,0
11134,DB04337,DB03309,0
11135,DB00806,DB03766,0
11136,DB00668,DB05758,0
11137,DB05207,DB03690,0
11138,Q14571,DB08522,0
11139,DB01351,DB06866,0
11140,P01584,DB07494,0
11141,DB01176,P08729,0
11142,DB03706,DB04018,0
11143,DB00285,DB07660,0
11144,DB07878,DB07329,0
11145,DB00022,DB08010,0
11146,DB03459,DB08654,0
11147,DB06419,P10276,0
11148,DB06931,DB03442,0
11149,DB03691,DB00202,0
11150,DB02665,DB04719,0
11151,DB08788,DB07259,0
11152,DB05141,P05164,0
11153,DB08418,DB00094,0
11154,DB00311,DB01728,0
11155,DB00656,P21589,0
11156,DB07003,DB08162,0
11157,DB01577,DB06849,0
11158,DB03708,P08243,0
11159,Q86WA6,P06744,0
11160,DB00695,DB03132,0
11161,DB08441,DB02681,0
11162,DB07701,P01625,0
11163,DB04896,DB03923,0
11164,Q07699,DB09028,0
11165,DB00182,DB04516,0
11166,Q9HB55,P14735,0
11167,DB01643,DB08447,0
11168,P40939,P01008,0
11169,Q96C24,P01189,0
11170,DB00759,DB05142,0
11171,P25024,O75762,0
11172,DB01897,DB02107,0
11173,DB07613,DB02221,0
11174,DB07089,P42263,0
11175,DB05472,Q86US8,0
11176,DB00381,DB00590,0
11177,DB01712,Q9HAW8,0
11178,DB02207,DB01769,0
11179,DB04849,Q9Y5N1,0
11180,DB03958,DB03572,0
11181,DB05486,DB03707,0
11182,DB07580,DB02767,0
11183,P06858,DB01382,0
11184,DB00991,DB01269,0
11185,DB00277,DB02220,0
11186,DB00861,DB08892,0
11187,DB08256,P29120,0
11188,DB04355,DB01017,0
11189,DB07051,DB00896,0
11190,P11926,P50225,0
11191,Q6P093,DB02745,0
11192,DB01731,DB08533,0
11193,Q8N159,DB01282,0
11194,P08238,DB03702,0
11195,P30520,DB04451,0
11196,DB09078,DB00405,0
11197,DB08164,P54284,0
11198,DB01143,DB07440,0
11199,Q14697,DB00663,0
11200,DB09033,DB01717,0
11201,DB08357,DB04295,0
11202,DB00008,P14061,0
11203,P30793,DB04489,0
11204,DB02235,P10276,0
11205,DB02989,P10276,0
11206,DB07393,P01024,0
11207,P35030,P10275,0
11208,DB07198,DB00382,0
11209,DB01047,DB05332,0
11210,DB01689,P25786,0
11211,DB00837,Q9UHC3,0
11212,P28161,DB01660,0
11213,DB01325,DB04178,0
11214,DB04374,P49354,0
11215,DB01003,DB01587,0
11216,P19971,DB02684,0
11217,DB08121,DB07574,0
11218,DB03531,P16455,0
11219,P08684,Q15303,0
11220,Q9Y5R8,DB04937,0
11221,DB05022,P48728,0
11222,DB05486,DB05150,0
11223,DB01124,DB04866,0
11224,DB07515,DB00417,0
11225,DB07543,P30711,0
11226,P78527,DB02381,0
11227,Q01718,DB00134,0
11228,DB07754,DB07089,0
11229,P08912,DB07778,0
11230,DB08083,P22234,0
11231,P33316,DB08362,0
11232,DB00188,DB05217,0
11233,DB06127,DB00677,0
11234,DB07974,DB00069,0
11235,DB03861,P50281,0
11236,P19438,P63151,0
11237,P19801,DB05869,0
11238,DB08611,Q03393,0
11239,DB08378,DB00125,0
11240,DB09047,DB00860,0
11241,Q04828,DB02929,0
11242,DB04967,P06744,0
11243,DB08443,P50579,0
11244,DB00473,DB03110,0
11245,DB02077,DB07190,0
11246,DB00812,DB04282,0
11247,Q9H936,DB08624,0
11248,DB07503,DB05308,0
11249,DB08678,P04040,0
11250,DB04869,DB01275,0
11251,DB01761,DB06775,0
11252,O95169,DB05035,0
11253,P62745,DB08782,0
11254,DB02555,P78508,0
11255,Q16850,DB03977,0
11256,P43405,P01730,0
11257,DB08692,P21912,0
11258,DB00835,DB02812,0
11259,DB04151,DB00687,0
11260,O76054,Q16568,0
11261,Q9H239,DB05386,0
11262,DB07559,DB04335,0
11263,Q6P093,DB01062,0
11264,DB05218,DB05760,0
11265,DB02936,DB07317,0
11266,DB00405,Q96Q83,0
11267,P55263,DB00891,0
11268,DB01406,DB06820,0
11269,DB00075,DB03268,0
11270,Q8NET8,DB04659,0
11271,DB00617,Q8IWT1,0
11272,DB01118,DB05001,0
11273,DB05774,DB05256,0
11274,DB00843,DB06837,0
11275,DB01823,DB00961,0
11276,P61587,DB06883,0
11277,P42357,P09622,0
11278,DB01141,Q16558,0
11279,DB07079,DB01303,0
11280,O60701,DB04113,0
11281,DB07636,DB09083,0
11282,Q9P2R7,DB00771,0
11283,DB00820,DB04395,0
11284,DB04852,DB02773,0
11285,DB01954,DB00452,0
11286,DB03169,DB08183,0
11287,P55196,DB00136,0
11288,DB04268,DB03250,0
11289,DB07769,DB01080,0
11290,DB04400,DB03040,0
11291,DB04537,Q8TCT1,0
11292,DB03752,DB01826,0
11293,DB07609,DB01951,0
11294,DB08575,DB04741,0
11295,DB01926,DB07862,0
11296,DB03800,DB01068,0
11297,Q16644,Q9NS18,0
11298,Q07699,DB00204,0
11299,DB07881,DB00275,0
11300,Q92843,DB08377,0
11301,P54619,DB00043,0
11302,P28838,DB01819,0
11303,Q05397,DB00906,0
11304,DB08569,DB02762,0
11305,DB04288,DB02716,0
11306,DB07969,DB01207,0
11307,P15170,DB01248,0
11308,DB04895,DB03294,0
11309,DB01962,DB09079,0
11310,DB01990,DB07666,0
11311,DB01963,DB08746,0
11312,P20472,DB00432,0
11313,DB09202,DB03132,0
11314,P28223,Q9UHY7,0
11315,P09211,Q12797,0
11316,DB03003,P00491,0
11317,O75762,DB00417,0
11318,DB08051,DB02375,0
11319,P06310,Q04609,0
11320,DB01194,DB02482,0
11321,O60488,DB01056,0
11322,DB03691,DB01549,0
11323,DB00253,DB08746,0
11324,DB00706,DB03428,0
11325,DB06937,DB08178,0
11326,DB00414,DB00519,0
11327,DB03663,DB08165,0
11328,P68371,DB00157,0
11329,DB00167,DB02118,0
11330,DB02845,Q9ULK0,0
11331,DB03670,DB08828,0
11332,DB01614,Q14832,0
11333,DB08333,P27797,0
11334,DB07415,DB08231,0
11335,P07585,DB04876,0
11336,DB04447,P19623,0
11337,DB00981,Q9HB21,0
11338,DB00234,DB02973,0
11339,P48547,O95182,0
11340,DB01630,DB07632,0
11341,P54289,DB00922,0
11342,DB05740,O43674,0
11343,DB04099,DB07589,0
11344,DB05115,DB06714,0
11345,DB03173,DB07458,0
11346,O14880,DB00942,0
11347,DB07382,Q16445,0
11348,DB03541,DB07254,0
11349,DB00381,DB05452,0
11350,DB06924,P35498,0
11351,Q14832,Q13126,0
11352,DB07344,P00533,0
11353,DB01839,DB01361,0
11354,DB02701,DB05382,0
11355,DB08051,DB04016,0
11356,P61457,DB01178,0
11357,DB00753,Q96C36,0
11358,P62745,DB04327,0
11359,P49336,O94808,0
11360,DB05372,P54619,0
11361,Q15661,DB03709,0
11362,DB03033,P01308,0
11363,DB05358,DB08564,0
11364,DB00613,DB04281,0
11365,DB00877,DB02568,0
11366,P55769,P06132,0
11367,P24385,DB06650,0
11368,P49257,DB07895,0
11369,DB00031,DB05129,0
11370,DB06401,DB00504,0
11371,DB01704,DB02518,0
11372,Q9GZT9,Q9BXI2,0
11373,DB08020,DB04480,0
11374,DB01497,DB08030,0
11375,DB06931,DB08312,0
11376,P01877,Q8WTV0,0
11377,DB08418,DB04480,0
11378,DB01954,DB05481,0
11379,Q9Y275,DB04562,0
11380,Q8NFJ5,DB00754,0
11381,Q9UGM6,DB07836,0
11382,DB00114,DB04258,0
11383,P31040,DB07116,0
11384,DB02255,P16066,0
11385,DB02812,P06729,0
11386,DB03096,DB09080,0
11387,Q15274,DB03501,0
11388,Q01740,DB08762,0
11389,DB00753,DB07701,0
11390,Q99519,Q9GZU7,0
11391,Q9H252,DB04244,0
11392,DB04527,DB07329,0
11393,DB02287,P48357,0
11394,Q13183,P31151,0
11395,DB06770,P50613,0
11396,Q9UP95,P19652,0
11397,DB03860,DB00416,0
11398,DB03479,Q03403,0
11399,P12104,DB07849,0
11400,P25788,DB08873,0
11401,DB03013,DB06923,0
11402,P21817,DB04295,0
11403,DB02597,DB00481,0
11404,DB08303,P26439,0
11405,DB03962,DB05098,0
11406,DB08007,DB01810,0
11407,P04632,Q9BYF1,0
11408,DB08123,DB03690,0
11409,DB06176,Q02643,0
11410,P51149,O75306,0
11411,DB01700,Q9NWM0,0
11412,DB02602,DB01955,0
11413,P78540,DB07359,0
11414,DB05447,DB04464,0
11415,Q9Y345,DB04574,0
11416,DB00237,DB06831,0
11417,DB04824,DB02646,0
11418,DB02938,DB00562,0
11419,DB00420,DB03333,0
11420,DB02071,DB01810,0
11421,DB00384,DB02342,0
11422,P20594,DB01261,0
11423,DB05812,DB02277,0
11424,Q969G6,DB02108,0
11425,DB02735,DB02069,0
11426,Q9BZV3,P34096,0
11427,DB02950,DB04867,0
11428,P34995,O75173,0
11429,DB04576,DB07874,0
11430,DB04697,DB00261,0
11431,DB07859,DB04445,0
11432,DB00779,DB04071,0
11433,Q6P093,DB00744,0
11434,P08123,DB02341,0
11435,DB06921,DB05651,0
11436,DB07141,DB07193,0
11437,Q07021,P05546,0
11438,DB01002,Q9Y345,0
11439,DB06917,DB02504,0
11440,DB02774,DB01577,0
11441,DB07882,Q16773,0
11442,DB04218,DB03690,0
11443,DB02509,P50607,0
11444,DB03114,P07741,0
11445,DB03516,DB06879,0
11446,DB04469,DB00906,0
11447,DB02656,DB04683,0
11448,DB00872,Q05586,0
11449,P24347,DB08043,0
11450,DB05166,DB02103,0
11451,P01019,Q15078,0
11452,DB02499,DB07268,0
11453,DB00578,DB02964,0
11454,DB01003,P78368,0
11455,DB08819,DB00325,0
11456,DB00514,DB03572,0
11457,Q15125,DB05404,0
11458,Q9NPB1,Q9NS75,0
11459,P17900,Q9NZV6,0
11460,DB07148,Q9BVA1,0
11461,DB00176,P35368,0
11462,DB04465,DB04448,0
11463,DB07791,DB08330,0
11464,DB01295,DB07004,0
11465,DB01083,DB01223,0
11466,P13688,DB03220,0
11467,O95622,O96017,0
11468,DB05201,DB04825,0
11469,P40238,DB02691,0
11470,DB03738,DB08596,0
11471,P34741,DB00980,0
11472,DB07692,DB04741,0
11473,Q6P093,DB02329,0
11474,DB07020,DB03886,0
11475,P10109,DB00990,0
11476,DB00138,DB01288,0
11477,DB08423,DB07193,0
11478,DB08594,P43166,0
11479,DB05206,DB05017,0
11480,P54289,DB02260,0
11481,Q96PF1,DB04010,0
11482,DB07344,DB04574,0
11483,DB03280,DB04659,0
11484,DB04722,DB03153,0
11485,DB01619,DB02045,0
11486,DB06963,O75489,0
11487,DB03667,DB03623,0
11488,DB07801,DB04391,0
11489,DB06857,P30044,0
11490,Q9Y2Z4,DB05428,0
11491,P02689,DB03501,0
11492,DB00367,DB05042,0
11493,DB02539,P24298,0
11494,DB08231,P14868,0
11495,DB03991,DB00651,0
11496,DB07647,Q09428,0
11497,DB02594,DB04673,0
11498,DB00630,P14061,0
11499,DB06940,DB04799,0
11500,DB00679,DB00376,0
11501,DB05492,DB04466,0
11502,DB05470,P17658,0
11503,DB00533,DB07094,0
11504,DB05149,Q96GW9,0
11505,DB01666,DB07969,0
11506,DB04150,Q9UHC3,0
11507,DB02358,P20292,0
11508,DB03120,DB00709,0
11509,DB01074,DB07723,0
11510,DB04644,P01857,0
11511,O75676,DB00922,0
11512,DB02620,DB03886,0
11513,DB00033,DB07297,0
11514,DB08538,DB02556,0
11515,Q9P0X4,P49589,0
11516,DB02685,Q16739,0
11517,DB01124,DB02395,0
11518,P11678,DB03430,0
11519,Q13315,DB05234,0
11520,DB06896,DB02402,0
11521,P00167,DB07975,0
11522,DB06290,DB01359,0
11523,P10636,Q9ULZ9,0
11524,P30305,DB04166,0
11525,P41235,DB07422,0
11526,P08908,DB08923,0
11527,DB08798,P07948,0
11528,DB05798,DB00849,0
11529,P02792,DB03577,0
11530,DB08194,DB01615,0
11531,P46721,Q8TDS4,0
11532,DB00675,DB02096,0
11533,DB06603,DB06842,0
11534,DB07612,P18031,0
11535,DB01170,DB01950,0
11536,O43612,DB03095,0
11537,P49888,Q9Y5Y9,0
11538,DB07882,DB04739,0
11539,DB07741,P46976,0
11540,P52333,DB01157,0
11541,P55210,DB03376,0
11542,DB04273,DB02783,0
11543,DB05171,DB07749,0
11544,P36873,DB01762,0
11545,DB07688,DB04933,0
11546,DB08132,DB03707,0
11547,DB01536,DB02936,0
11548,DB04639,DB04396,0
11549,DB01463,DB03442,0
11550,P23467,DB00074,0
11551,DB04020,DB03135,0
11552,DB00424,DB04675,0
11553,Q08493,DB07193,0
11554,P08173,DB04094,0
11555,DB08118,DB05913,0
11556,O14793,DB08740,0
11557,DB00748,P51671,0
11558,DB09280,DB07975,0
11559,O00204,Q9BY32,0
11560,DB00825,DB01807,0
11561,DB07934,DB01279,0
11562,DB00296,DB00596,0
11563,DB07350,P02763,0
11564,DB01591,DB03428,0
11565,P51649,DB08168,0
11566,DB08864,O95169,0
11567,DB04919,DB00042,0
11568,Q16881,DB04142,0
11569,P47929,DB01861,0
11570,P11586,Q8NBP7,0
11571,DB07604,O60656,0
11572,DB00785,Q8TDV5,0
11573,DB01950,DB00198,0
11574,Q13564,DB01833,0
11575,DB08699,DB02473,0
11576,P24158,Q15842,0
11577,DB06871,Q14003,0
11578,DB02900,DB07379,0
11579,P27361,P25311,0
11580,Q9HBH1,Gene,0
11581,P10515,DB00515,0
11582,DB05079,DB00491,0
11583,P14410,DB05205,0
11584,Q9Y698,DB07736,0
11585,DB00070,DB07108,0
11586,DB04866,DB01928,0
11587,DB09038,DB08152,0
11588,DB08139,DB07764,0
11589,DB01963,P05129,0
11590,DB01124,DB06892,0
11591,DB07230,DB07630,0
11592,DB07139,DB02589,0
11593,P07948,Q13946,0
11594,DB00119,Q9NVH6,0
11595,P23528,DB05399,0
11596,P51681,DB00721,0
11597,P03989,DB01561,0
11598,DB03923,DB00709,0
11599,DB07658,P56192,0
11600,Q9H3S4,DB03608,0
11601,DB05509,DB00340,0
11602,P35610,DB07562,0
11603,DB00952,P36542,0
11604,DB07747,P35498,0
11605,DB03405,P07384,0
11606,DB06876,DB08519,0
11607,DB03083,P99999,0
11608,DB00231,DB03677,0
11609,DB04094,P25963,0
11610,Q16665,DB08901,0
11611,Q04828,DB03434,0
11612,DB02818,P22033,0
11613,Q14494,DB08048,0
11614,DB01136,DB01017,0
11615,O75600,DB02795,0
11616,O60674,DB01579,0
11617,Q9P289,P30405,0
11618,DB01769,DB00690,0
11619,P22352,P25786,0
11620,DB00831,Q9HBH5,0
11621,DB07708,DB06867,0
11622,DB08889,P42126,0
11623,DB01411,Q13332,0
11624,P42336,P08311,0
11625,Q13867,DB00663,0
11626,P05120,DB01231,0
11627,P15151,Q9UNK4,0
11628,DB00174,P28222,0
11629,O14594,DB07841,0
11630,DB08350,P05093,0
11631,DB02472,DB05739,0
11632,DB04743,DB00315,0
11633,DB09143,P49721,0
11634,DB00804,DB02848,0
11635,DB00872,Q9UBX3,0
11636,Q9BZZ2,DB08244,0
11637,DB02472,DB08521,0
11638,DB00612,DB04448,0
11639,Q9UNP4,DB07019,0
11640,DB01444,DB04652,0
11641,DB00710,DB08346,0
11642,Q16620,DB07112,0
11643,DB00740,DB07563,0
11644,DB01108,P07478,0
11645,DB02080,DB07325,0
11646,DB01244,Q9UI33,0
11647,Q15661,DB02528,0
11648,DB06865,DB02326,0
11649,DB01132,DB08410,0
11650,DB01777,DB07656,0
11651,DB03948,DB04753,0
11652,Q16665,DB00844,0
11653,DB07053,DB07985,0
11654,DB01022,DB07286,0
11655,DB03060,DB08299,0
11656,DB07303,DB03557,0
11657,DB00998,DB01064,0
11658,DB05109,Q01362,0
11659,DB00408,DB00886,0
11660,DB02281,Q96RI1,0
11661,DB03286,DB00752,0
11662,O14764,DB03708,0
11663,Q32P28,DB08218,0
11664,DB00895,DB01438,0
11665,DB09018,DB00603,0
11666,P34972,DB01070,0
11667,DB05036,DB00893,0
11668,P12104,DB04071,0
11669,P11712,P51606,0
11670,Q96RP8,DB07816,0
11671,DB00589,DB03889,0
11672,DB03706,P05091,0
11673,DB03894,P49190,0
11674,DB00081,DB08593,0
11675,Q16566,O43570,0
11676,DB04614,DB07855,0
11677,Q14697,DB01309,0
11678,P50225,P01595,0
11679,DB08249,DB07567,0
11680,P16109,DB05010,0
11681,DB07172,Q9UJS0,0
11682,DB07786,DB02447,0
11683,DB08142,DB01884,0
11684,DB02308,DB00006,0
11685,DB05743,DB02315,0
11686,P28066,DB06064,0
11687,O43293,P40926,0
11688,P10515,Q9Y2D1,0
11689,DB07996,P48775,0
11690,DB04829,Q05513,0
11691,DB07161,DB02107,0
11692,P04746,O15217,0
11693,Q99798,DB00502,0
11694,P08473,DB00942,0
11695,Q9NP56,DB08304,0
11696,DB04835,DB05335,0
11697,P33316,P22314,0
11698,DB02010,DB06999,0
11699,DB08462,DB07717,0
11700,Q16718,DB04560,0
11701,P54760,DB00073,0
11702,DB07213,DB05578,0
11703,DB02249,DB01232,0
11704,Q14833,DB01222,0
11705,DB07056,P09622,0
11706,P04211,P21918,0
11707,DB01009,DB01136,0
11708,DB02177,DB02180,0
11709,DB07604,DB04072,0
11710,Q04828,DB01681,0
11711,DB04322,DB01660,0
11712,DB04089,DB02341,0
11713,DB05129,DB08186,0
11714,DB03602,P62258,0
11715,DB07476,DB03881,0
11716,O95045,DB02379,0
11717,Q8TE23,DB03225,0
11718,Q99928,DB03710,0
11719,DB04325,DB05458,0
11720,DB04339,DB04316,0
11721,DB09047,DB07362,0
11722,DB02007,DB08614,0
11723,DB08607,DB07250,0
11724,DB08676,DB04941,0
11725,DB07632,DB01644,0
11726,DB03217,DB06838,0
11727,DB04885,DB00916,0
11728,DB03466,DB02422,0
11729,DB07827,Q9NR19,0
11730,DB07626,P35218,0
11731,DB04372,P37173,0
11732,DB00547,DB03828,0
11733,DB07641,Q9Y271,0
11734,DB01397,P60953,0
11735,P54278,DB06837,0
11736,P53778,DB04387,0
11737,DB01826,DB07336,0
11738,DB01558,P20645,0
11739,DB01698,Q06609,0
11740,P05107,DB08641,0
11741,Q07973,P47989,0
11742,P05164,DB00693,0
11743,DB01890,DB00685,0
11744,Q9NYX4,Q14032,0
11745,DB00041,DB00958,0
11746,DB04337,DB02422,0
11747,DB00925,DB05428,0
11748,DB03546,DB01144,0
11749,P29466,P02749,0
11750,Q86W47,DB08643,0
11751,P04632,DB08933,0
11752,DB01628,DB03194,0
11753,DB02089,DB03551,0
11754,P04632,Q13885,0
11755,DB06977,DB08203,0
11756,DB01057,DB08783,0
11757,P08519,DB05487,0
11758,P22352,Q16558,0
11759,DB00083,DB00584,0
11760,DB08097,DB08201,0
11761,DB06707,DB00925,0
11762,DB01672,DB04003,0
11763,DB08936,DB08836,0
11764,O15374,DB05521,0
11765,DB00041,DB07092,0
11766,DB01161,P40394,0
11767,P30926,DB05057,0
11768,DB02552,P49247,0
11769,DB04753,DB04505,0
11770,DB07314,DB08610,0
11771,DB01070,P23786,0
11772,DB02499,P07686,0
11773,DB03606,DB00155,0
11774,DB04652,DB05235,0
11775,DB06681,Q9ULA0,0
11776,Q9Y698,Q08493,0
11777,P49189,DB00026,0
11778,P00395,Q15842,0
11779,DB07453,DB00825,0
11780,DB02894,Q92820,0
11781,DB08346,P45381,0
11782,DB02774,DB02155,0
11783,DB04639,DB02287,0
11784,DB00526,DB04957,0
11785,DB00320,P23919,0
11786,DB00402,DB01073,0
11787,DB03626,P16471,0
11788,DB03701,DB00922,0
11789,DB05479,P35237,0
11790,DB00136,P55789,0
11791,Q92806,DB04077,0
11792,DB03271,DB03288,0
11793,DB00174,DB01196,0
11794,DB00941,DB07320,0
11795,DB00610,DB02758,0
11796,P05155,DB07467,0
11797,DB08574,DB01037,0
11798,DB01221,DB07093,0
11799,P23677,DB07977,0
11800,Q9Y698,DB08626,0
11801,DB03414,DB01340,0
11802,P26358,DB07285,0
11803,Q9Y646,DB00784,0
11804,DB06699,P41091,0
11805,DB00482,Q9UJS0,0
11806,DB09038,DB04371,0
11807,DB08927,P21926,0
11808,DB06698,DB03598,0
11809,DB08500,DB04230,0
11810,P80404,P49759,0
11811,O96000,Q14832,0
11812,DB01262,DB07322,0
11813,Q08828,DB00177,0
11814,DB02728,DB08374,0
11815,DB02079,P00742,0
11816,DB01733,P11245,0
11817,DB02250,DB00598,0
11818,Q92781,DB03374,0
11819,DB00857,P48029,0
11820,DB00421,DB03317,0
11821,DB01962,DB07557,0
11822,DB01422,DB00601,0
11823,DB07573,DB01213,0
11824,DB02580,P21549,0
11825,DB02427,Q9NNW7,0
11826,DB04512,DB02983,0
11827,DB02328,P13716,0
11828,DB00233,Q9UG56,0
11829,DB03951,DB00245,0
11830,O75438,DB08696,0
11831,Q9Y666,DB01016,0
11832,DB07458,DB01359,0
11833,DB00967,DB00193,0
11834,DB04754,DB11363,0
11835,O43293,DB01303,0
11836,DB01826,DB05362,0
11837,P43403,DB01564,0
11838,DB05266,DB05921,0
11839,DB08519,DB07644,0
11840,DB00122,DB00850,0
11841,DB02751,DB08248,0
11842,P06493,DB07720,0
11843,DB07970,DB07144,0
11844,DB06989,DB08403,0
11845,P43116,P47871,0
11846,DB00481,DB02901,0
11847,DB03738,DB08763,0
11848,DB07550,P14174,0
11849,P04424,Q9NZV6,0
11850,O95665,DB06285,0
11851,DB02351,DB00239,0
11852,P31327,DB04485,0
11853,DB00884,DB06925,0
11854,P54289,P16930,0
11855,DB06097,P43166,0
11856,P05187,DB06866,0
11857,DB07250,DB04934,0
11858,Q14957,P33981,0
11859,DB07618,P17612,0
11860,DB04017,DB08618,0
11861,DB00389,DB00222,0
11862,P15538,DB09033,0
11863,P22894,DB08186,0
11864,P34903,DB06204,0
11865,DB01170,DB08089,0
11866,Q96L21,DB04090,0
11867,DB07979,DB03604,0
11868,O76054,DB01947,0
11869,DB07172,DB04632,0
11870,DB01711,DB08690,0
11871,DB08488,DB01564,0
11872,P28221,DB00825,0
11873,Q9HCC0,Q9Y3R4,0
11874,DB04858,DB00169,0
11875,DB00713,Q13885,0
11876,P07919,P12821,0
11877,DB05080,DB01366,0
11878,DB04988,DB04741,0
11879,DB06834,DB03983,0
11880,DB08155,P07766,0
11881,DB00987,DB02884,0
11882,DB07794,P78527,0
11883,P05106,P42768,0
11884,DB06866,DB01889,0
11885,DB01662,P08473,0
11886,O60894,DB07763,0
11887,Q9UBX3,O15554,0
11888,DB00847,DB01409,0
11889,P17213,DB04058,0
11890,O94903,DB02935,0
11891,P31040,DB02681,0
11892,DB00891,DB01398,0
11893,P31749,O15375,0
11894,DB04351,DB07744,0
11895,DB07849,DB05147,0
11896,DB05289,P42898,0
11897,P22309,DB03092,0
11898,DB05743,DB08037,0
11899,Q01959,Q9NS18,0
11900,DB07348,DB02338,0
11901,P43005,DB07783,0
11902,P43004,P08246,0
11903,DB06663,O15217,0
11904,DB02165,DB05131,0
11905,DB05867,Q14534,0
11906,Q8NFA2,DB00665,0
11907,DB04967,Q96RQ3,0
11908,DB07239,P04271,0
11909,DB00504,DB00784,0
11910,DB00630,DB01154,0
11911,DB04010,DB02676,0
11912,P06280,DB07545,0
11913,DB07987,Q9UDR5,0
11914,DB07059,DB06042,0
11915,DB05469,DB02345,0
11916,DB05501,P22455,0
