,Entity_ID
10365,C4014425
10366,C4479520
10367,139422
10368,C0751365
10369,C0265201
10370,C4310633
10371,C0349639
10372,C0024439
10373,C3888418
10374,C0751181
10375,C3810401
10376,C1578691
10377,C1563666
10378,C0027697
10379,C0749424
10380,C1609433
10381,C1850569
10382,C2231324
10383,C3554129
10384,C0750937
10385,C2751544
10386,C1842704
10387,C0342793
10388,C4539991
10389,C0035334
10390,C0019295
10391,C1306229
10392,C4310669
10393,C1720956
10394,C4014970
10395,C4310650
10396,C0588008
10397,C0231688
10398,C1865951
10399,C2936777
10400,C1845919
10401,C0023493
10402,C1843028
10403,C0398691
10404,C0030554
10405,C0019147
10406,C3888090
10407,C3809606
10408,C1847572
10409,C4225433
10410,C0271901
10411,C0010417
10412,C0040827
10413,C0020522
10414,C1858501
10415,C3280899
10416,C0040028
10417,C3280296
10418,C0038160
10419,C1857977
10420,C2749560
10421,C0028756
10422,C1096902
10423,C1527197
10424,C3279875
10425,C0007642
10426,C1834330
10427,C3538999
10428,C2713546
10429,C0751326
10430,C2936380
10431,440138
10432,C4310625
10433,C3553886
10434,C4225171
10435,C1838625
10436,C2751295
10437,440193
10438,C4310716
10439,C2316212
10440,C3554656
10441,C0206182
10442,C0032045
10443,C0236018
10444,C2673198
10445,C3808940
10446,C1863224
10447,440275
10448,C4225342
10449,C0232981
10450,C1450010
10451,C3538946
10452,C1841739
10453,440387
10454,C3276240
10455,C0431391
10456,440435
10457,C1970005
10458,C0266524
10459,C3150969
10460,C2750325
10461,C1855179
10462,C2930980
10463,C0263666
10464,C1275685
10465,C0342195
10466,C1389018
10467,C1837811
10468,C3665333
10469,C0235946
10470,C0268155
10471,C1842342
10472,C4310751
10473,C0751481
10474,C3853041
10475,C1846055
10476,C0340427
10477,C3150680
10478,C0750936
10479,C1857344
10480,C1704212
10481,C1850985
10482,C2931118
10483,C0268397
10484,440822
10485,440823
10486,C0035372
10487,440836
10488,C3150975
10489,440854
10490,C0751665
10491,C4015029
10492,C0027412
10493,C4084840
10494,C4479569
10495,C0334596
10496,C1863198
10497,C0034189
10498,C3275898
10499,C3805604
10500,C3150415
10501,C0337677
10502,C0007129
10503,C3554638
10504,C0022660
10505,C0751750
10506,C0007177
10507,C3809352
10508,C1840452
10509,C2930618
10510,C3151080
10511,441151
10512,C0035410
10513,C1800706
10514,C3810100
10515,C1846672
10516,C0206677
10517,C0035078
10518,C3280939
10519,C3280358
10520,C0796074
10521,C0162359
10522,C0221757
10523,C3501848
10524,C1837822
10525,C3809899
10526,C0234374
10527,C1336839
10528,C0274862
10529,C1848213
10530,C0009451
10531,C0268347
10532,C4014557
10533,C1854058
10534,C0020800
10535,C2931788
10536,C0236642
10537,C2677291
10538,C1832812
10539,C0013404
10540,C1836860
10541,441478
10542,C1961835
10543,C0206180
10544,C1955934
10545,441549
10546,C1861553
10547,C0750919
10548,C0040953
10549,C4015253
10550,C0003869
10551,C1834690
10552,C3151411
10553,C0729353
10554,C0005683
10555,C0024899
10556,C2750457
10557,C0085860
10558,C2931505
10559,C3888212
10560,C0451641
10561,C2675750
10562,C2751938
10563,C0003119
10564,C0014130
10565,C4225253
10566,C0432217
10567,C0265354
10568,C0020428
10569,C0155018
10570,C1852529
10571,C0543858
10572,C0018524
10573,C1969106
10574,C0282529
10575,C3150970
10576,C2750027
10577,C0206732
10578,C2677326
10579,C1970119
10580,C1864846
10581,100187828
10582,442038
10583,C2673477
10584,C1840334
10585,C0003810
10586,C0031117
10587,C3810295
10588,C0205643
10589,C3150941
10590,C0043119
10591,C1849508
10592,442184
10593,C2931163
10594,C0039292
10595,C0019693
10596,C4539754
10597,C1879286
10598,C0236970
10599,C3179455
10600,C0085183
10601,C3159322
10602,C1415817
10603,C4015701
10604,C3277918
10605,C4310473
10606,C0345967
10607,C1833021
10608,C1257964
10609,C1970027
10610,C0751143
10611,C1855789
10612,C0035243
10613,C2750220
10614,C0349255
10615,C0006845
10616,C3888025
10617,C0009319
10618,C1721017
10619,C4225359
10620,C1850792
10621,C1867438
10622,C2676727
10623,C3809950
10624,C1861735
10625,C3502809
10626,C1563937
10627,C3281044
10628,C0393588
10629,C2713537
10630,C0266006
10631,C0399379
10632,C2936664
10633,C0342684
10634,C3714992
10635,C4225240
10636,C0238358
10637,C4225318
10638,C2674218
10639,C2675526
10640,C3501647
10641,C4310760
10642,C0001430
10643,442721
10644,C2608086
10645,C0268413
10646,C0021841
10647,C1864436
10648,C0023440
10649,C0263477
10650,C4225251
10651,C0035353
10652,C0015306
10653,C2931132
10654,C1136210
10655,C1864722
10656,C3554686
10657,442862
10658,C0020497
10659,C0573196
10660,442891
10661,442892
10662,442893
10663,442894
10664,442895
10665,442896
10666,C1832702
10667,442897
10668,442898
10669,442899
10670,442900
10671,442901
10672,442902
10673,442903
10674,442904
10675,442905
10676,442906
10677,442907
10678,442908
10679,442909
10680,442910
10681,442911
10682,442912
10683,442913
10684,442914
10685,442915
10686,442920
10687,C4225334
10688,C3542549
10689,C0021367
10690,574030
10691,C0949272
10692,574032
10693,574033
10694,574034
10695,574038
10696,C0042170
10697,C0004138
10698,C0751267
10699,C0018802
10700,C2675519
10701,100188856
10702,C1449721
10703,49855
10704,C0265334
10705,C3489795
10706,C1847627
10707,C3537440
10708,C2750784
10709,C3279793
10710,C4225299
10711,C0751717
10712,C3714239
10713,C1704356
10714,C0472383
10715,C0917713
10716,C4310655
10717,C2752089
10718,C0752101
10719,C1332201
10720,C2363142
10721,C2931837
10722,C0154251
10723,574408
10724,574410
10725,574411
10726,574412
10727,574413
10728,574433
10729,574434
10730,574435
10731,574436
10732,C0034069
10733,C0751475
10734,574441
10735,574442
10736,C0004093
10737,C0268187
10738,574445
10739,C2930878
10740,574447
10741,574450
10742,574451
10743,574452
10744,574453
10745,574454
10746,574455
10747,574456
10748,574457
10749,C0431129
10750,C4048262
10751,574466
10752,C0751494
10753,574473
10754,574501
10755,574506
10756,574508
10757,574511
10758,C0751422
10759,C0266316
10760,C0521723
10761,C0858355
10762,C0010200
10763,C1968742
10764,C4225313
10765,C2750850
10766,C0002886
10767,C1864849
10768,C0376532
10769,C0036902
10770,C0043345
10771,C2675860
10772,C0007124
10773,C0029410
10774,C0162442
10775,C2677092
10776,C4225268
10777,C4225285
10778,50484
10779,50485
10780,50486
10781,C0340493
10782,50488
10783,50489
10784,50506
10785,50507
10786,50508
10787,50509
10788,C2750078
10789,50511
10790,50514
10791,C1842073
10792,C1306856
10793,C4015525
10794,C0017925
10795,50604
10796,50615
10797,50616
10798,50617
10799,50618
10800,50619
10801,C1854368
10802,50628
10803,50632
10804,C0751671
10805,C4014628
10806,50640
10807,50649
10808,50651
10809,C3150731
10810,C0016995
10811,50674
10812,C1855425
10813,C3150617
10814,C3150700
10815,C4041558
10816,50717
10817,C0549423
10818,C0026363
10819,C0265224
10820,C4225320
10821,C0242698
10822,C1876166
10823,C0344243
10824,C0023281
10825,50805
10826,50807
10827,C1865384
10828,50809
10829,50813
10830,50814
10831,C0085207
10832,C3806565
10833,50833
10834,50838
10835,C0221765
10836,50846
10837,C0221227
10838,50856
10839,50863
10840,C4048196
10841,C3276228
10842,C1865819
10843,C3275558
10844,50937
10845,C1857252
10846,50939
10847,50940
10848,C0268532
10849,50943
10850,50944
10851,50945
10852,50960
10853,50964
10854,C2751292
10855,C0014173
10856,C0040053
10857,C4273726
10858,C0085576
10859,51002
10860,51004
10861,51005
10862,C3810170
10863,51008
10864,51010
10865,51014
10866,51021
10867,C0035579
10868,51024
10869,51025
10870,51027
10871,51029
10872,51035
10873,C0282577
10874,51042
10875,51043
10876,51053
10877,C3489627
10878,51057
10879,C3241937
10880,51062
10881,51066
10882,51067
10883,C0234447
10884,51076
10885,51079
10886,51081
10887,51082
10888,51083
10889,51084
10890,51085
10891,51086
10892,C0036330
10893,51088
10894,51090
10895,51091
10896,51092
10897,C0030807
10898,51094
10899,51095
10900,51098
10901,51099
10902,51102
10903,51103
10904,51106
10905,51109
10906,51111
10907,51112
10908,51114
10909,C3553060
10910,51117
10911,51119
10912,51124
10913,51128
10914,51129
10915,51131
10916,51132
10917,51133
10918,51134
10919,51135
10920,51141
10921,51142
10922,51147
10923,51150
10924,51151
10925,51156
10926,51163
10927,51164
10928,51166
10929,51167
10930,51168
10931,C0272339
10932,51176
10933,51179
10934,51181
10935,51182
10936,C3550875
10937,51185
10938,C0751112
10939,51191
10940,51192
10941,51194
10942,C2713447
10943,51196
10944,51199
10945,51201
10946,51203
10947,51204
10948,51206
10949,C1850362
10950,C3887876
10951,C0040411
10952,51218
10953,51224
10954,51225
10955,51227
10956,C1443892
10957,51232
10958,C1837713
10959,C0001231
10960,51244
10961,51247
10962,51251
10963,51256
10964,51259
10965,C0033788
10966,51268
10967,51280
10968,51284
10969,C2677101
10970,51291
10971,51292
10972,51293
10973,51294
10974,51295
10975,51296
10976,51297
10977,C0752206
10978,51299
10979,51300
10980,51303
10981,51305
10982,C0016057
10983,51308
10984,51309
10985,51311
10986,51312
10987,51313
10988,51314
10989,51316
10990,51317
10991,51320
10992,51322
10993,51324
10994,51330
10995,51338
10996,51339
10997,51341
10998,C4310774
10999,51343
11000,51347
11001,C0027831
11002,51350
11003,C0027662
11004,51360
11005,51361
11006,51363
11007,51364
11008,51366
11009,51371
11010,C0153437
11011,51375
11012,51380
11013,C0042656
11014,51382
11015,C1858673
11016,51384
11017,C0265221
11018,51388
11019,C0025202
11020,51412
11021,C0007001
11022,51422
11023,C0011156
11024,51426
11025,51428
11026,51433
11027,51438
11028,51441
11029,51447
11030,51449
11031,51451
11032,51454
11033,51466
11034,51473
11035,51475
11036,51477
11037,C0270611
11038,51479
11039,C0268474
11040,51491
11041,C4310680
11042,51501
11043,51510
11044,51514
11045,51520
11046,51524
11047,51527
11048,51530
11049,51533
11050,51535
11051,51542
11052,51547
11053,51548
11054,51550
11055,51554
11056,51555
11057,C0020608
11058,C0751505
11059,C2931822
11060,51561
11061,51564
11062,51567
11063,C3809414
11064,51569
11065,C1849348
11066,51571
11067,51573
11068,51574
11069,C4317171
11070,51586
11071,51592
11072,51593
11073,51594
11074,51599
11075,51601
11076,51602
11077,51604
11078,C0496920
11079,51614
11080,51621
11081,C4017560
11082,51626
11083,C3150412
11084,51633
11085,51635
11086,C2676235
11087,C3179502
11088,51643
11089,51649
11090,C3280094
11091,51651
11092,C0311338
11093,51655
11094,51659
11095,51660
11096,C4479708
11097,51684
11098,C0220994
11099,51692
11100,51701
11101,51702
11102,51703
11103,C0027706
11104,51715
11105,C3150399
11106,51725
11107,51726
11108,51728
11109,C1862178
11110,51733
11111,51734
11112,51735
11113,51738
11114,51741
11115,51742
11116,C2748897
11117,51744
11118,51750
11119,51752
11120,51755
11121,51761
11122,51762
11123,51763
11124,51765
11125,C0153942
11126,51776
11127,51778
11128,C1853271
11129,51780
11130,C0403554
11131,51804
11132,51807
11133,C0032197
11134,51816
11135,C4014833
11136,C3645711
11137,C1856716
11138,C0151779
11139,C3839296
11140,C2930900
11141,C3543826
11142,C0003873
11143,C1970841
11144,C1848639
11145,C1857743
11146,C0015799
11147,C0234462
11148,C0030360
11149,C4015293
11150,C4015186
11151,C3540845
11152,C0009171
11153,C1866075
11154,C3165209
11155,C2350878
11156,C3809853
11157,C2751083
11158,C1691779
11159,C0023893
11160,C4539881
11161,C1837073
11162,C0020502
11163,C0205824
11164,C4015624
11165,C0205875
11166,C0162674
11167,C0268654
11168,C4017279
11169,C3148763
11170,C0011168
11171,C0271933
11172,C2931205
11173,C2676244
11174,C0011859
11175,C0994516
11176,C0037952
11177,C1861786
11178,C3150874
11179,C0265253
11180,C4085873
11181,C0079154
11182,C3150411
11183,C0205734
11184,C3501249
11185,C1846564
11186,C1318558
11187,C2931367
11188,C1865695
11189,C0740385
11190,C0796160
11191,C0917715
11192,C0007384
11193,C4305155
11194,C0268616
11195,C3279791
11196,C1848914
11197,C4016603
11198,C0010246
11199,C0032230
11200,C4539808
11201,C1837007
11202,C3553250
11203,100847054
11204,C0549567
11205,C0078923
11206,100847070
11207,C1865286
11208,C0395959
11209,C0752048
11210,C0035238
11211,C0032914
11212,C1838604
11213,C0559031
11214,C0037268
11215,C1856399
11216,C1275078
11217,C0917817
11218,C1863616
11219,C0699790
11220,C0019021
11221,C2673759
11222,C3150927
11223,C0234247
11224,C1839566
11225,C0238357
11226,C4016381
11227,C0027794
11228,C0580190
11229,C3665473
11230,C0020507
11231,C0024586
11232,C4225270
11233,C2673630
11234,C0265554
11235,C4274079
11236,C1836681
11237,C1845341
11238,C1864730
11239,C1842062
11240,C3463918
11241,C0040136
11242,C2678474
11243,C0268374
11244,C0023092
11245,C0796202
11246,C1841651
11247,C1849387
11248,C2981140
11249,C0162361
11250,C0438413
11251,C0004134
11252,C0751360
11253,C0162819
11254,C1956132
11255,C1837618
11256,C0751824
11257,C1850554
11258,C0917812
11259,C1858672
11260,C0751177
11261,C1835905
11262,53335
11263,53336
11264,53339
11265,53345
11266,53346
11267,53347
11268,C3887523
11269,53353
11270,C3279775
11271,53373
11272,C0751436
11273,C1856883
11274,53405
11275,C0042164
11276,C4310659
11277,C4225330
11278,C0878555
11279,C0042131
11280,C3808889
11281,C1510432
11282,C4310753
11283,C2751315
11284,C0751383
11285,C0079218
11286,C0268337
11287,C1864567
11288,C0025472
11289,C0005586
11290,C0393561
11291,53615
11292,53630
11293,53632
11294,53635
11295,53637
11296,C1510497
11297,C0751357
11298,C1336005
11299,C0018598
11300,C0752288
11301,C1836694
11302,C3280489
11303,C0155534
11304,C0013364
11305,C2678475
11306,C0555206
11307,C0410005
11308,C1860446
11309,C0271383
11310,C0392557
11311,C1848068
11312,53826
11313,53827
11314,C0431415
11315,53832
11316,53834
11317,53836
11318,C1843792
11319,C1845892
11320,C0270224
11321,C0026205
11322,C4310810
11323,C0270764
11324,53904
11325,C0334082
11326,53916
11327,53919
11328,53944
11329,C0036920
11330,53947
11331,C3150773
11332,C1854988
11333,C1846389
11334,54014
11335,C4225223
11336,C0079588
11337,54084
11338,54093
11339,C2750720
11340,C4282180
11341,54101
11342,C0014476
11343,C1849792
11344,54106
11345,C0027686
11346,C1865926
11347,C1856689
11348,54112
11349,C0036769
11350,C4225370
11351,C0241932
11352,C1879312
11353,C3542501
11354,54187
11355,C0751691
11356,C0751061
11357,54205
11358,54206
11359,54209
11360,54210
11361,54212
11362,54221
11363,C2673609
11364,C3668822
11365,C0458257
11366,C0023882
11367,C0751602
11368,54332
11369,54344
11370,54345
11371,54360
11372,54361
11373,54363
11374,54386
11375,C0279607
11376,54407
11377,54413
11378,54414
11379,C0011436
11380,C0752161
11381,C0796237
11382,C0003944
11383,C0270948
11384,C1854065
11385,54431
11386,54433
11387,54436
11388,54437
11389,54440
11390,54441
11391,54443
11392,C1840437
11393,54453
11394,C3469528
11395,54457
11396,54458
11397,C1839728
11398,54463
11399,54465
11400,54466
11401,54469
11402,54474
11403,54475
11404,54476
11405,C3806746
11406,54487
11407,54491
11408,54496
11409,54498
11410,54499
11411,C3150169
11412,54502
11413,54503
11414,C1847416
11415,54507
11416,C2751642
11417,54518
11418,54520
11419,54531
11420,54535
11421,54538
11422,54539
11423,54541
11424,C3553942
11425,C3887959
11426,54550
11427,54551
11428,C0026987
11429,54556
11430,C3554607
11431,54567
11432,54578
11433,54583
11434,54584
11435,54585
11436,C0543541
11437,54600
11438,54620
11439,C0006272
11440,C1328349
11441,C0751122
11442,54657
11443,54658
11444,54659
11445,54663
11446,54664
11447,C1292773
11448,54674
11449,54676
11450,54677
11451,54680
11452,C1867467
11453,C2750448
11454,C1845546
11455,C1336708
11456,C0544855
11457,C0859976
11458,54704
11459,54714
11460,54715
11461,54716
11462,54719
11463,C1565950
11464,54738
11465,54739
11466,54749
11467,54756
11468,54757
11469,C0079741
11470,C0265331
11471,54765
11472,54768
11473,C4225280
11474,C1956093
11475,54790
11476,C0011875
11477,54795
11478,54796
11479,C0268126
11480,54798
11481,54800
11482,54802
11483,54805
11484,54806
11485,54808
11486,54809
11487,C0036996
11488,C0149978
11489,54820
11490,54821
11491,54822
11492,54826
11493,C0008350
11494,54829
11495,54832
11496,C0025237
11497,54840
11498,54848
11499,54856
11500,54861
11501,54862
11502,54863
11503,C4540232
11504,54870
11505,54872
11506,54873
11507,C1857332
11508,54877
11509,54880
11510,C1849334
11511,54884
11512,54885
11513,54886
11514,54887
11515,54888
11516,54894
11517,C2931416
11518,54897
11519,54898
11520,54899
11521,C4310824
11522,54901
11523,54902
11524,54903
11525,54916
11526,54919
11527,54927
11528,54928
11529,54929
11530,54931
11531,54938
11532,C0206146
11533,54941
11534,C0342801
11535,54947
11536,C1836336
11537,54949
11538,54954
11539,54959
11540,54968
11541,54970
11542,C1846343
11543,C3494424
11544,54974
11545,54977
11546,C0282160
11547,54982
11548,C1968740
11549,54986
11550,C1969651
11551,C0518454
11552,C2749559
11553,54995
11554,54996
11555,C0010398
11556,C0026706
11557,55005
11558,55008
11559,C1955861
11560,55014
11561,55023
11562,55024
11563,C0796206
11564,55033
11565,55034
11566,C0268525
11567,55036
11568,C2677091
11569,55054
11570,55055
11571,C0432417
11572,55062
11573,55065
11574,55066
11575,55072
11576,55076
11577,C1855553
11578,55083
11579,55084
11580,C1855033
11581,55102
11582,C0033975
11583,C0475059
11584,C0009759
11585,55109
11586,55110
11587,C0022492
11588,55112
11589,55117
11590,55120
11591,55129
11592,55130
11593,55131
11594,55135
11595,55140
11596,C4310713
11597,55145
11598,55146
11599,55148
11600,55149
11601,55151
11602,55154
11603,C0028840
11604,55157
11605,C1851120
11606,55159
11607,55160
11608,55163
11609,55165
11610,C0003949
11611,C0268448
11612,55170
11613,55172
11614,55180
11615,55183
11616,55187
11617,C0751848
11618,C0030804
11619,55193
11620,55197
11621,55198
11622,55205
11623,55206
11624,55209
11625,55210
11626,55212
11627,55213
11628,55214
11629,55215
11630,C1833797
11631,55217
11632,55219
11633,55229
11634,55237
11635,55240
11636,C0268595
11637,55244
11638,55245
11639,55248
11640,55249
11641,55250
11642,55252
11643,55254
11644,55256
11645,55259
11646,C1859570
11647,C4015342
11648,55270
11649,C0026858
11650,55274
11651,55275
11652,55278
11653,55280
11654,55281
11655,55286
11656,55289
11657,55294
11658,55297
11659,55300
11660,C2751318
11661,55312
11662,55315
11663,C0457013
11664,C0030319
11665,55325
11666,55328
11667,C3151853
11668,55331
11669,55332
11670,C0280100
11671,55341
11672,55342
11673,55343
11674,55344
11675,C0520477
11676,55350
11677,55351
11678,C0234527
11679,55356
11680,55357
11681,55359
11682,55364
11683,55366
11684,55367
11685,C0238461
11686,C1970203
11687,C0271091
11688,55384
11689,C1857682
11690,C4225247
11691,C0003499
11692,55422
11693,C1866505
11694,C1334807
11695,C0018805
11696,55437
11697,C2985290
11698,C1864694
11699,C1836123
11700,55486
11701,55500
11702,55502
11703,55503
11704,55504
11705,55505
11706,317649
11707,55507
11708,C0020479
11709,55509
11710,55512
11711,C2673377
11712,C0030214
11713,55521
11714,55526
11715,55532
11716,55534
11717,C0334660
11718,C2717859
11719,C1863340
11720,55553
11721,55554
11722,55558
11723,55559
11724,C4479709
11725,55561
11726,55567
11727,C0422892
11728,317714
11729,55572
11730,317719
11731,55576
11732,55577
11733,C1135746
11734,55589
11735,55596
11736,C1843891
11737,55599
11738,55600
11739,55601
11740,C0559470
11741,55605
11742,55612
11743,55613
11744,55614
11745,55616
11746,55619
11747,55621
11748,55623
11749,55624
11750,55625
11751,55626
11752,55627
11753,317772
11754,55630
11755,55636
11756,317781
11757,55640
11758,C0029925
11759,55644
11760,C0345893
11761,55650
11762,55651
11763,55654
11764,55656
11765,C3150344
11766,C0238395
11767,55669
11768,55670
11769,55676
11770,C3888093
11771,55679
11772,C2677506
11773,55681
11774,C3281105
11775,55684
11776,55687
11777,55690
11778,55691
11779,55697
11780,55699
11781,55703
11782,55704
11783,55706
11784,C2931013
11785,55714
11786,55717
11787,55721
11788,C1838654
11789,55726
11790,55728
11791,55729
11792,55733
11793,55734
11794,55737
11795,55738
11796,55739
11797,55740
11798,55741
11799,C0751748
11800,55742
11801,55743
11802,C4539857
11803,55744
11804,55745
11805,55746
11806,55748
11807,55749
11808,55750
11809,55752
11810,C0038580
11811,55755
11812,55759
11813,55760
11814,55764
11815,55765
11816,55768
11817,C4316899
11818,55773
11819,55775
11820,55777
11821,55780
11822,55781
11823,55783
11824,55784
11825,55785
11826,55788
11827,55790
11828,55796
11829,55799
11830,55800
11831,55806
11832,55808
11833,55809
11834,55811
11835,55812
11836,C4319565
11837,55814
11838,55816
11839,C1842026
11840,55818
11841,55819
11842,C0268193
11843,55823
11844,55824
11845,55825
11846,55827
11847,55829
11848,55830
11849,55833
11850,55835
11851,C1846582
11852,55840
11853,55841
11854,55851
11855,C4479319
11856,55857
11857,55858
11858,55861
11859,55862
11860,55863
11861,55869
11862,55870
11863,55872
11864,55876
11865,C0410180
11866,55879
11867,C1863660
11868,C0010314
11869,55901
11870,55904
11871,55905
11872,55906
11873,55914
11874,C1262760
11875,55917
11876,C3151303
11877,C1867981
11878,55930
11879,C0038833
11880,C0151572
11881,C4011949
11882,55958
11883,55959
11884,55967
11885,55971
11886,55972
11887,55975
11888,55997
11889,55998
11890,55999
11891,56005
11892,56006
11893,C0795996
11894,C0340957
11895,C3149711
11896,56033
11897,56034
11898,56052
11899,C0027868
11900,C0033953
11901,C4225344
11902,56100
11903,C0238590
11904,C0027429
11905,56121
11906,C1853198
11907,C2677087
11908,C1865643
11909,56128
11910,56136
11911,C0014799
11912,56145
11913,C3809918
11914,56155
11915,C4225398
11916,C0268435
11917,56159
11918,56160
11919,56164
11920,56172
11921,56180
11922,56203
11923,56244
11924,56246
11925,56247
11926,C3281089
11927,56261
11928,56262
11929,56267
11930,56270
11931,56271
11932,449489
11933,C1456240
11934,56287
11935,56288
11936,C2675746
11937,56301
11938,C1969024
11939,56311
11940,C1832587
11941,C1852085
11942,56342
11943,C0149925
11944,C0265227
11945,C4012409
11946,C3494423
11947,C1868679
11948,C3553950
11949,56474
11950,56475
11951,56479
11952,C0036358
11953,56521
11954,C0153349
11955,C3809233
11956,56547
11957,C0034735
11958,C2752039
11959,C0546837
11960,C2748896
11961,C1868581
11962,C3554381
11963,56603
11964,C2314896
11965,56606
11966,56616
11967,56623
11968,56624
11969,56649
11970,56652
11971,56654
11972,C1876175
11973,56660
11974,56666
11975,C4225371
11976,C4540059
11977,C0154059
11978,56683
11979,C2931817
11980,C2749659
11981,56704
11982,C1842691
11983,56729
11984,C1857390
11985,C4310695
11986,C3280898
11987,C1858725
11988,C1266181
11989,56776
11990,C4015095
11991,C0023601
11992,C0019284
11993,C1306837
11994,C4225167
11995,56833
11996,C4539919
11997,56848
11998,56849
11999,C1321907
12000,C0268600
12001,56882
12002,56884
12003,C0751356
12004,C1568868
12005,56891
12006,56894
12007,56899
12008,56901
12009,C0272317
12010,C0162848
12011,56915
12012,56916
12013,56922
12014,56923
12015,56924
12016,56925
12017,C0268494
12018,56929
12019,C0346010
12020,C0496924
12021,56937
12022,56938
12023,56942
12024,56944
12025,56945
12026,56946
12027,56947
12028,C1869115
12029,56950
12030,56952
12031,56955
12032,319100
12033,319101
12034,C0008384
12035,C4014339
12036,C4317224
12037,C0920296
12038,C4317154
12039,56975
12040,56978
12041,C0024689
12042,56981
12043,56983
12044,56990
12045,56992
12046,56994
12047,56997
12048,56999
12049,C0751552
12050,57001
12051,C0410203
12052,57007
12053,57010
12054,57016
12055,57017
12056,C0035305
12057,57030
12058,57035
12059,C0206655
12060,57038
12061,C1305968
12062,57045
12063,57047
12064,57054
12065,57055
12066,57057
12067,57061
12068,C0268849
12069,57082
12070,57084
12071,57088
12072,57094
12073,57096
12074,57099
12075,C1841721
12076,57102
12077,57104
12078,57105
12079,57107
12080,57113
12081,C0796242
12082,C2675112
12083,57120
12084,57122
12085,57124
12086,57128
12087,57132
12088,C1856306
12089,C1833691
12090,57135
12091,57136
12092,C4310671
12093,C4225166
12094,57140
12095,57142
12096,57144
12097,57152
12098,57153
12099,57158
12100,57162
12101,57165
12102,57167
12103,C1704429
12104,57172
12105,57175
12106,57176
12107,57178
12108,C1837845
12109,57181
12110,57185
12111,57187
12112,57188
12113,57190
12114,57192
12115,57194
12116,C0221026
12117,C1841982
12118,57205
12119,57211
12120,57212
12121,57216
12122,57217
12123,C3501843
12124,57231
12125,C0546126
12126,C0025221
12127,C3280644
12128,C1837015
12129,C1854154
12130,57282
12131,C3553354
12132,C4225376
12133,C1832977
12134,57309
12135,C3554349
12136,57333
12137,C3554344
12138,57338
12139,C4310818
12140,C3468561
12141,C0003165
12142,C3539168
12143,57369
12144,C0752125
12145,C0012684
12146,C0030486
12147,57379
12148,57381
12149,C2751306
12150,C1859047
12151,57410
12152,57412
12153,C0427202
12154,57419
12155,C1263846
12156,C0751329
12157,57447
12158,57448
12159,57449
12160,57451
12161,57453
12162,C0221018
12163,57455
12164,57459
12165,57465
12166,57468
12167,57470
12168,C1843898
12169,57475
12170,57477
12171,57480
12172,57489
12173,57492
12174,57496
12175,57498
12176,57502
12177,C4014258
12178,57505
12179,57509
12180,57510
12181,57511
12182,57514
12183,C0796022
12184,57520
12185,57521
12186,57522
12187,57523
12188,57526
12189,57529
12190,C0026998
12191,57531
12192,57532
12193,57534
12194,57535
12195,57537
12196,57538
12197,57539
12198,C0752293
12199,57545
12200,57546
12201,57547
12202,C3696898
12203,57551
12204,C1840451
12205,57554
12206,57555
12207,57560
12208,57561
12209,57562
12210,C0007193
12211,C4509918
12212,C2751126
12213,57570
12214,57572
12215,57573
12216,57575
12217,57576
12218,C3888104
12219,57582
12220,C0234298
12221,57586
12222,57592
12223,57595
12224,57596
12225,C0014556
12226,57599
12227,C3492944
12228,57608
12229,57609
12230,57610
12231,C4310789
12232,C4225180
12233,57616
12234,57617
12235,57620
12236,57623
12237,57628
12238,57636
12239,57644
12240,57646
12241,C1328252
12242,C0004763
12243,57654
12244,57657
12245,57659
12246,57661
12247,C0151857
12248,57670
12249,57674
12250,C0265323
12251,57678
12252,57679
12253,57680
12254,57683
12255,C0027055
12256,C0877781
12257,57688
12258,C3808876
12259,C0038015
12260,57692
12261,57697
12262,57700
12263,57704
12264,57709
12265,57716
12266,57724
12267,57728
12268,57731
12269,57733
12270,C0152264
12271,C3809701
12272,C3280215
12273,C4225419
12274,57760
12275,57761
12276,C4279912
12277,C0019208
12278,C0282193
12279,C0039373
12280,57787
12281,C2676098
12282,57798
12283,C1565321
12284,57805
12285,57817
12286,C0878544
12287,C3554316
12288,C0406585
12289,C0006413
12290,57822
12291,C3554665
12292,C0403812
12293,C0751257
12294,C0035333
12295,C0018609
12296,C4015141
12297,C0019699
12298,C0524582
12299,C0333704
12300,C0428977
12301,C0205816
12302,C0751377
12303,C4225394
12304,C0524730
12305,C0342639
12306,C1960539
12307,C0338473
12308,C3896578
12309,C0751569
12310,C0013374
12311,C1858338
12312,C2677897
12313,C1846648
12314,C0152419
12315,C0520482
12316,C1279481
12317,C1969623
12318,58157
12319,C0037932
12320,C1861828
12321,58189
12322,58191
12323,C4014269
12324,C1449647
12325,C2931434
12326,C4479270
12327,C0265202
12328,C4225326
12329,C0020951
12330,C2717884
12331,C0276226
12332,C4225382
12333,C1856016
12334,C0270807
12335,C2931899
12336,C4015128
12337,C1847593
12338,C4274085
12339,C0001349
12340,C1956391
12341,58473
12342,58484
12343,58485
12344,C0521619
12345,58495
12346,58497
12347,58498
12348,58505
12349,58508
12350,58510
12351,C0026709
12352,58513
12353,58524
12354,C0234985
12355,58526
12356,C3889591
12357,C0042580
12358,C0037188
12359,C0752100
12360,C0029396
12361,C0268074
12362,C0262593
12363,C2829265
12364,C3496337
12365,C0270824
12366,C3554159
12367,C1856186
12368,C0041409
12369,C0268353
